appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
2243771_136304,2243771,136304,114,114,2012-08-19,Hasan Türk,TR1,0,0,0,0,68.0
2243771_154319,2243771,154319,6890,3268,2012-08-19,André Geraldes,TR1,0,0,0,0,90.0
2243771_16064,2243771,16064,6890,6890,2012-08-19,Metin Depe,TR1,0,0,0,0,90.0
2243771_16499,2243771,16499,6890,1506,2012-08-19,Turgay Bahadir,TR1,0,0,0,0,10.0
2243771_16589,2243771,16589,6890,2944,2012-08-19,Pierre Webó,TR1,0,0,0,0,90.0
2243771_16791,2243771,16791,114,441,2012-08-19,Manuel Fernandes,TR1,0,0,0,1,90.0
2243771_177038,2243771,177038,6890,6890,2012-08-19,Ömer Can Sokullu,TR1,0,0,0,0,4.0
2243771_24379,2243771,24379,6890,6890,2012-08-19,Samuel Holmén,TR1,0,0,0,0,90.0
2243771_26936,2243771,26936,114,20,2012-08-19,Tomas Sivok,TR1,0,0,0,0,90.0
2243771_29622,2243771,29622,114,114,2012-08-19,Veli Kavlak,TR1,0,0,0,0,19.0
2243771_3256,2243771,3256,114,15,2012-08-19,Roberto Hilbert,TR1,1,0,0,0,90.0
2243771_34159,2243771,34159,6890,1075,2012-08-19,Eduardo,TR1,0,0,0,0,90.0
2243771_36200,2243771,36200,114,19789,2012-08-19,Olcay Sahan,TR1,0,0,0,0,90.0
2243771_45214,2243771,45214,114,3205,2012-08-19,Cenk Gönen,TR1,0,0,0,0,90.0
2243771_54175,2243771,54175,6890,2381,2012-08-19,Gökhan Süzen,TR1,1,0,0,0,9.0
2243771_54177,2243771,54177,6890,6890,2012-08-19,Mahmut Tekdemir,TR1,0,0,0,0,90.0
2243771_58381,2243771,58381,6890,6890,2012-08-19,Tom,TR1,1,0,0,0,80.0
2243771_58602,2243771,58602,114,3205,2012-08-19,Mustafa Pektemek,TR1,1,0,0,0,61.0
2243771_64997,2243771,64997,114,833,2012-08-19,Mehmet Akyüz,TR1,0,0,0,0,29.0
2243771_6866,2243771,6866,6890,6890,2012-08-19,Cihan Haspolatli,TR1,1,0,1,0,81.0
2243771_7264,2243771,7264,114,2381,2012-08-19,Ibrahim Toraman,TR1,1,0,0,0,90.0
2243771_7346,2243771,7346,114,114,2012-08-19,Ugur Boral,TR1,0,0,0,0,90.0
2243771_7445,2243771,7445,6890,589,2012-08-19,Can Arat,TR1,1,0,0,0,90.0
2243771_77710,2243771,77710,114,114,2012-08-19,Necip Uysal,TR1,0,0,0,0,71.0
2243771_77966,2243771,77966,114,385,2012-08-19,Oğuzhan Özyakup,TR1,0,0,0,0,22.0
2243771_8680,2243771,8680,6890,6894,2012-08-19,Ekrem Eksioglu,TR1,1,0,0,0,90.0
2243771_9824,2243771,9824,114,2441,2012-08-19,Hugo Almeida,TR1,0,0,1,0,90.0
2243772_117586,2243772,117586,3205,141,2012-08-19,Ömer Bayram,TR1,0,0,0,0,60.0
2243772_121528,2243772,121528,3205,825,2012-08-19,Berkay Dabanli,TR1,0,0,0,0,90.0
2243772_137616,2243772,137616,3205,940,2012-08-19,Okay Yokuslu,TR1,1,0,0,0,90.0
2243772_139956,2243772,139956,20,524,2012-08-19,Ismail Haktan Odabasi,TR1,1,0,0,0,30.0
2243772_14555,2243772,14555,20,281,2012-08-19,Scott Carson,TR1,0,0,0,0,90.0
2243772_16353,2243772,16353,20,1159,2012-08-19,Mickaël Chrétien Basser,TR1,0,0,0,0,90.0
2243772_17872,2243772,17872,3205,3205,2012-08-19,Pablo Mouche,TR1,0,0,0,0,90.0
2243772_19953,2243772,19953,3205,2292,2012-08-19,Franco Cángele,TR1,1,0,0,0,18.0
2243772_21480,2243772,21480,20,3216,2012-08-19,Wederson,TR1,0,0,0,0,8.0
2243772_24337,2243772,24337,3205,128,2012-08-19,Cleyton,TR1,0,0,0,0,72.0
2243772_26432,2243772,26432,20,20,2012-08-19,Pablo Batalla,TR1,0,0,0,0,82.0
2243772_28775,2243772,28775,20,20,2012-08-19,Stanislav Sestak,TR1,0,0,0,0,60.0
2243772_34161,2243772,34161,20,1506,2012-08-19,Hakan Aslantas,TR1,2,0,0,0,80.0
2243772_37713,2243772,37713,3205,3205,2012-08-19,Cristian Riveros,TR1,0,0,0,0,90.0
2243772_37944,2243772,37944,3205,11282,2012-08-19,Bobô,TR1,0,0,0,0,90.0
2243772_3817,2243772,3817,3205,39,2012-08-19,Malik Fathi,TR1,0,0,0,0,75.0
2243772_44996,2243772,44996,20,36,2012-08-19,Serdar Aziz,TR1,0,0,0,0,90.0
2243772_47199,2243772,47199,3205,38,2012-08-19,Emir Kujovic,TR1,0,0,0,0,15.0
2243772_56518,2243772,56518,3205,2381,2012-08-19,Sefa Yilmaz,TR1,0,0,0,0,30.0
2243772_58660,2243772,58660,20,2375,2012-08-19,Ibrahim Öztürk,TR1,0,0,0,0,90.0
2243772_64952,2243772,64952,20,825,2012-08-19,Sebastián Pinto,TR1,0,0,1,0,90.0
2243772_6994,2243772,6994,20,2381,2012-08-19,Adem Kocak,TR1,0,0,0,0,25.0
2243772_77362,2243772,77362,20,589,2012-08-19,Ozan Ipek,TR1,0,0,0,1,90.0
2243772_77737,2243772,77737,20,1050,2012-08-19,Alfred N'Diaye,TR1,0,0,0,0,90.0
2243772_85176,2243772,85176,3205,3205,2012-08-19,Nurettin Kayaoglu,TR1,0,0,0,0,90.0
2243772_90959,2243772,90959,20,7775,2012-08-19,Musa Cagiran,TR1,1,0,0,0,65.0
2243772_91945,2243772,91945,3205,11282,2012-08-19,Ertuğrul Taşkıran,TR1,0,0,0,0,90.0
2243772_9621,2243772,9621,3205,3205,2012-08-19,Zurab Khizanishvili,TR1,1,0,0,0,90.0
2243775_14514,2243775,14514,2323,2323,2012-08-19,Miguel Garcia,TR1,1,0,0,0,90.0
2243775_18646,2243775,18646,2323,3426,2012-08-19,Agus García,TR1,0,0,0,0,90.0
2243775_20346,2243775,20346,2323,16795,2012-08-19,David Barral,TR1,0,0,0,0,63.0
2243775_2148,2243775,2148,3216,2944,2012-08-19,Erdal Kilicaslan,TR1,0,0,0,0,2.0
2243775_21522,2243775,21522,3216,2292,2012-08-19,Mustafa Sarp,TR1,1,0,0,0,90.0
2243775_22109,2243775,22109,2323,589,2012-08-19,Saso Fornezzi,TR1,0,0,0,0,90.0
2243775_28698,2243775,28698,3216,3216,2012-08-19,Milan Stepanov,TR1,1,0,0,0,90.0
2243775_29387,2243775,29387,2323,19771,2012-08-19,Hasan Kabze,TR1,0,0,0,0,78.0
2243775_30431,2243775,30431,2323,820,2012-08-19,Nizamettin Caliskan,TR1,0,0,0,0,90.0
2243775_30476,2243775,30476,2323,3205,2012-08-19,Samil Cinaz,TR1,0,0,0,0,90.0
2243775_30846,2243775,30846,3216,472,2012-08-19,Emmanuel Culio,TR1,0,0,0,0,30.0
2243775_32441,2243775,32441,2323,2323,2012-08-19,Ferhat Cökmüs,TR1,1,0,0,0,90.0
2243775_35509,2243775,35509,3216,1506,2012-08-19,Ergin Keles,TR1,0,0,0,0,90.0
2243775_37095,2243775,37095,3216,3216,2012-08-19,Aydin Toscali,TR1,0,0,0,0,90.0
2243775_45701,2243775,45701,2323,2323,2012-08-19,Vicente Monje,TR1,0,0,0,0,88.0
2243775_46252,2243775,46252,3216,2293,2012-08-19,Ibrahim Sehic,TR1,0,0,0,0,90.0
2243775_46658,2243775,46658,2323,820,2012-08-19,Bogdan Stancu,TR1,0,0,0,0,27.0
2243775_57255,2243775,57255,2323,524,2012-08-19,Abdülkadir Kayali,TR1,0,0,0,0,12.0
2243775_57850,2243775,57850,2323,2323,2012-08-19,Müslüm Yelken,TR1,0,0,0,0,2.0
2243775_58749,2243775,58749,3216,3216,2012-08-19,Serkan Yanik,TR1,0,0,0,0,90.0
2243775_66405,2243775,66405,3216,868,2012-08-19,Nduka Ozokwo,TR1,0,0,0,0,88.0
2243775_6917,2243775,6917,3216,3216,2012-08-19,Ibrahima Yattara,TR1,0,0,0,0,88.0
2243775_7072,2243775,7072,3216,3216,2012-08-19,Mustafa Keceli,TR1,1,0,0,0,90.0
2243775_7088,2243775,7088,3216,3216,2012-08-19,Hakan Bayraktar,TR1,0,0,0,0,60.0
2243775_7194,2243775,7194,3216,3216,2012-08-19,Murat Erdogan,TR1,0,0,0,0,2.0
2243775_74648,2243775,74648,3216,3216,2012-08-19,Wissem Ben Yahia,TR1,0,0,0,0,90.0
2243775_87381,2243775,87381,2323,3060,2012-08-19,Javier Umbides,TR1,0,0,0,0,90.0
2243775_9339,2243775,9339,2323,2293,2012-08-19,Ali Camdali,TR1,0,0,0,0,90.0
2244378_125781,2244378,125781,681,13,2012-08-19,Antoine Griezmann,ES1,0,0,0,1,90.0
2244378_141834,2244378,141834,131,150,2012-08-19,Cristian Tello,ES1,0,0,0,2,90.0
2244378_15693,2244378,15693,681,681,2012-08-19,Xabi Prieto,ES1,1,0,0,0,90.0
2244378_158863,2244378,158863,681,131,2012-08-19,Iñigo Martínez,ES1,0,0,0,0,90.0
2244378_15951,2244378,15951,131,131,2012-08-19,Dani Alves,ES1,0,0,0,0,90.0
2244378_18944,2244378,18944,131,131,2012-08-19,Gerard Piqué,ES1,0,0,0,0,40.0
2244378_19981,2244378,19981,131,131,2012-08-19,Javier Mascherano,ES1,1,0,0,0,90.0
2244378_28003,2244378,28003,131,583,2012-08-19,Lionel Messi,ES1,0,0,2,0,90.0
2244378_28171,2244378,28171,681,1084,2012-08-19,Chory Castro,ES1,0,0,1,0,72.0
2244378_35560,2244378,35560,681,681,2012-08-19,Mikel González,ES1,0,0,0,0,90.0
2244378_35773,2244378,35773,681,681,2012-08-19,Carlos Vela,ES1,0,0,0,0,26.0
2244378_37892,2244378,37892,681,1533,2012-08-19,Ion Ansotegi,ES1,0,0,0,0,90.0
2244378_40423,2244378,40423,681,150,2012-08-19,Claudio Bravo,ES1,0,0,0,0,90.0
2244378_47647,2244378,47647,681,367,2012-08-19,Gorka Elustondo,ES1,0,0,0,0,64.0
2244378_51426,2244378,51426,681,3709,2012-08-19,Markel Bergara,ES1,0,0,0,0,90.0
2244378_59344,2244378,59344,681,681,2012-08-19,Asier Illarramendi,ES1,0,0,0,0,77.0
2244378_65230,2244378,65230,131,131,2012-08-19,Sergio Busquets,ES1,0,0,0,0,90.0
2244378_65278,2244378,65278,131,398,2012-08-19,Pedro,ES1,0,0,1,1,74.0
2244378_69751,2244378,69751,131,131,2012-08-19,Jordi Alba,ES1,0,0,0,0,90.0
2244378_73319,2244378,73319,681,681,2012-08-19,Alberto de la Bella,ES1,1,0,0,0,90.0
2244378_7589,2244378,7589,131,641,2012-08-19,Víctor Valdés,ES1,0,0,0,0,90.0
2244378_7594,2244378,7594,131,131,2012-08-19,Carles Puyol,ES1,0,0,1,0,50.0
2244378_7600,2244378,7600,131,131,2012-08-19,Andrés Iniesta,ES1,0,0,0,1,32.0
2244378_7607,2244378,7607,131,131,2012-08-19,Xavi,ES1,0,0,0,1,90.0
2244378_7980,2244378,7980,131,13,2012-08-19,David Villa,ES1,1,0,1,0,16.0
2244378_87469,2244378,87469,681,331,2012-08-19,Cote,ES1,0,0,0,0,18.0
2244378_8806,2244378,8806,131,162,2012-08-19,Cesc Fàbregas,ES1,0,0,0,0,58.0
2244378_89330,2244378,89330,681,681,2012-08-19,Javi Ros,ES1,0,0,0,0,13.0
2244379_108390,2244379,108390,13,418,2012-08-19,Thibaut Courtois,ES1,0,0,0,0,90.0
2244379_16402,2244379,16402,3368,825,2012-08-19,Theofanis Gekas,ES1,0,0,0,0,33.0
2244379_21369,2244379,21369,13,141,2012-08-19,Arda Turan,ES1,0,0,1,0,90.0
2244379_214775,2244379,214775,13,368,2012-08-19,Óliver Torres,ES1,0,0,0,0,26.0
2244379_220805,2244379,220805,13,13,2012-08-19,Abdelkader Oueslati,ES1,0,0,0,0,15.0
2244379_22568,2244379,22568,3368,28956,2012-08-19,Juanlu,ES1,1,0,0,0,90.0
2244379_22969,2244379,22969,13,13,2012-08-19,Gabi,ES1,0,0,0,0,83.0
2244379_25412,2244379,25412,3368,5358,2012-08-19,Pedro López,ES1,0,0,0,0,90.0
2244379_33357,2244379,33357,13,46,2012-08-19,Miranda,ES1,0,0,0,0,90.0
2244379_33448,2244379,33448,13,130,2012-08-19,Cristian Rodríguez,ES1,0,0,0,0,90.0
2244379_34601,2244379,34601,13,621,2012-08-19,Raúl García,ES1,0,0,0,0,7.0
2244379_36756,2244379,36756,3368,43,2012-08-19,Miguel Pallardó,ES1,0,0,0,0,6.0
2244379_37917,2244379,37917,3368,1244,2012-08-19,Nabil El Zhar,ES1,0,0,1,0,74.0
2244379_39087,2244379,39087,13,13,2012-08-19,Cata Díaz,ES1,1,0,0,0,90.0
2244379_39152,2244379,39152,13,367,2012-08-19,Radamel Falcao,ES1,0,0,0,1,90.0
2244379_39907,2244379,39907,3368,1533,2012-08-19,Pape Diop,ES1,0,0,0,0,84.0
2244379_42935,2244379,42935,3368,3368,2012-08-19,Nikolaos Karabelas,ES1,0,0,0,0,90.0
2244379_45383,2244379,45383,13,331,2012-08-19,Adrián López,ES1,0,0,0,0,64.0
2244379_51510,2244379,51510,3368,237,2012-08-19,Ángel Rodríguez,ES1,0,0,0,0,57.0
2244379_54928,2244379,54928,13,1390,2012-08-19,Diego Godín,ES1,0,0,0,0,90.0
2244379_65331,2244379,65331,3368,366,2012-08-19,Míchel Herrero,ES1,0,0,0,0,16.0
2244379_65467,2244379,65467,3368,683,2012-08-19,Vicente Iborra,ES1,0,0,0,0,90.0
2244379_7468,2244379,7468,3368,3368,2012-08-19,José Javier Barkero,ES1,0,0,0,0,90.0
2244379_7568,2244379,7568,3368,3368,2012-08-19,David Navarro,ES1,0,0,0,0,90.0
2244379_7828,2244379,7828,3368,3368,2012-08-19,Sergio Ballesteros,ES1,1,0,0,0,90.0
2244379_84511,2244379,84511,13,2420,2012-08-19,Sílvio,ES1,0,0,0,0,75.0
2244379_8538,2244379,8538,13,13,2012-08-19,Tiago Mendes,ES1,0,0,0,0,90.0
2244379_9091,2244379,9091,3368,430,2012-08-19,Gustavo Munúa,ES1,0,0,0,0,90.0
2244380_113045,2244380,113045,150,265,2012-08-19,Rubén Pérez,ES1,0,0,0,0,90.0
2244380_126625,2244380,126625,150,265,2012-08-19,Juankar,ES1,0,0,0,1,78.0
2244380_126751,2244380,126751,621,621,2012-08-19,Iñigo Ruiz de Galarreta,ES1,0,0,0,0,67.0
2244380_127837,2244380,127837,621,621,2012-08-19,Ibai Gómez,ES1,0,0,0,2,45.0
2244380_155395,2244380,155395,150,2503,2012-08-19,Salvador Agra,ES1,0,0,0,0,60.0
2244380_15804,2244380,15804,621,621,2012-08-19,Andoni Iraola,ES1,0,0,0,0,90.0
2244380_188853,2244380,188853,150,2293,2012-08-19,Alejandro Pozuelo,ES1,0,0,1,0,16.0
2244380_23287,2244380,23287,150,150,2012-08-19,Nacho,ES1,0,0,0,0,90.0
2244380_25316,2244380,25316,150,150,2012-08-19,Rubén Castro,ES1,1,0,1,0,90.0
2244380_29124,2244380,29124,621,621,2012-08-19,Aritz Aduriz,ES1,1,0,0,1,45.0
2244380_40888,2244380,40888,150,621,2012-08-19,Beñat Etxebarria,ES1,1,0,1,1,74.0
2244380_44700,2244380,44700,150,150,2012-08-19,Paulão,ES1,0,0,0,0,90.0
2244380_44860,2244380,44860,150,150,2012-08-19,Javi Chica,ES1,0,0,0,0,90.0
2244380_45882,2244380,45882,150,931,2012-08-19,Fabri,ES1,0,0,0,0,90.0
2244380_52469,2244380,52469,621,621,2012-08-19,Mikel San José,ES1,1,0,2,0,90.0
2244380_53239,2244380,53239,150,367,2012-08-19,Jonathan Pereira,ES1,0,0,0,1,12.0
2244380_54231,2244380,54231,621,2448,2012-08-19,Isma López,ES1,0,0,0,0,90.0
2244380_54245,2244380,54245,621,621,2012-08-19,Markel Susaeta,ES1,0,0,0,0,45.0
2244380_57825,2244380,57825,150,16795,2012-08-19,Jorge Molina,ES1,0,0,2,0,90.0
2244380_69609,2244380,69609,150,553,2012-08-19,José Alberto Cañas,ES1,0,0,0,1,30.0
2244380_70898,2244380,70898,150,367,2012-08-19,Chechu Dorado,ES1,0,0,0,0,90.0
2244380_71571,2244380,71571,621,714,2012-08-19,Ander Iturraspe,ES1,0,0,0,0,23.0
2244380_71579,2244380,71579,621,331,2012-08-19,Iñigo Pérez,ES1,0,0,0,0,90.0
2244380_71840,2244380,71840,621,1108,2012-08-19,Gaizka Toquero,ES1,0,0,0,0,90.0
2244380_7631,2244380,7631,621,621,2012-08-19,Carlos Gurpegui,ES1,0,0,0,0,90.0
2244380_7874,2244380,7874,621,12321,2012-08-19,Gorka Iraizoz,ES1,0,0,0,0,90.0
2244380_96718,2244380,96718,621,621,2012-08-19,Óscar de Marcos,ES1,0,0,1,0,90.0
2244380_99343,2244380,99343,621,621,2012-08-19,Ander Herrera,ES1,0,0,0,0,45.0
2244382_13217,2244382,13217,1049,449,2012-08-19,João Pereira,ES1,1,0,0,0,90.0
2244382_14132,2244382,14132,418,720,2012-08-19,Pepe,ES1,0,0,0,0,45.0
2244382_15452,2244382,15452,418,1050,2012-08-19,Raúl Albiol,ES1,0,0,0,0,45.0
2244382_18922,2244382,18922,418,418,2012-08-19,Karim Benzema,ES1,0,0,0,0,29.0
2244382_2050,2244382,2050,1049,24,2012-08-19,Nelson Valdez,ES1,0,0,0,0,9.0
2244382_20506,2244382,20506,1049,150,2012-08-19,Andrés Guardado,ES1,0,0,0,0,66.0
2244382_23914,2244382,23914,418,583,2012-08-19,Lassana Diarra,ES1,0,0,0,0,61.0
2244382_25557,2244382,25557,418,368,2012-08-19,Sergio Ramos,ES1,0,0,0,0,90.0
2244382_28260,2244382,28260,418,379,2012-08-19,Álvaro Arbeloa,ES1,0,0,0,0,90.0
2244382_33648,2244382,33648,418,2425,2012-08-19,Fábio Coentrão,ES1,0,0,0,0,90.0
2244382_34870,2244382,34870,1049,3368,2012-08-19,Roberto Soldado,ES1,0,0,0,0,70.0
2244382_35664,2244382,35664,418,6890,2012-08-19,Mesut Özil,ES1,0,0,0,0,90.0
2244382_38954,2244382,38954,1049,1049,2012-08-19,Fernando Gago,ES1,0,0,0,0,90.0
2244382_39153,2244382,39153,418,506,2012-08-19,Gonzalo Higuaín,ES1,0,0,1,0,90.0
2244382_3979,2244382,3979,418,720,2012-08-19,Iker Casillas,ES1,0,0,0,0,90.0
2244382_42373,2244382,42373,1049,940,2012-08-19,Diego Alves,ES1,0,0,0,0,90.0
2244382_45320,2244382,45320,418,294,2012-08-19,Ángel Di María,ES1,0,0,0,0,70.0
2244382_50143,2244382,50143,1049,294,2012-08-19,Jonas,ES1,0,0,1,0,90.0
2244382_5404,2244382,5404,1049,336,2012-08-19,Jérémy Mathieu,ES1,0,0,0,0,90.0
2244382_56067,2244382,56067,1049,1531,2012-08-19,Pablo Piatti,ES1,1,0,0,0,24.0
2244382_57162,2244382,57162,1049,6646,2012-08-19,Sofiane Feghouli,ES1,1,0,0,0,81.0
2244382_59561,2244382,59561,1049,1050,2012-08-19,Dani Parejo,ES1,0,0,0,0,20.0
2244382_61253,2244382,61253,418,16795,2012-08-19,José Callejón,ES1,0,0,0,0,20.0
2244382_62920,2244382,62920,1049,150,2012-08-19,Víctor Ruiz,ES1,1,0,0,0,90.0
2244382_7476,2244382,7476,418,27,2012-08-19,Xabi Alonso,ES1,1,0,0,0,90.0
2244382_77003,2244382,77003,1049,252,2012-08-19,Tino Costa,ES1,0,0,0,1,90.0
2244382_8198,2244382,8198,418,985,2012-08-19,Cristiano Ronaldo,ES1,0,0,0,0,90.0
2244382_9819,2244382,9819,1049,2503,2012-08-19,Ricardo Costa,ES1,0,0,0,0,90.0
2250182_100113,2250182,100113,403,403,2012-08-19,Genaro Snijders,NL1,0,0,0,0,45.0
2250182_123140,2250182,123140,403,403,2012-08-19,Niek Vossebelt,NL1,1,0,0,0,90.0
2250182_126014,2250182,126014,202,603,2012-08-19,Leandro Bacuna,NL1,0,0,0,0,90.0
2250182_129990,2250182,129990,202,1095,2012-08-19,Hyun-jun Suk,NL1,0,0,0,0,17.0
2250182_13048,2250182,13048,202,202,2012-08-19,Luciano,NL1,0,0,0,0,90.0
2250182_13074,2250182,13074,403,403,2012-08-19,David Meul,NL1,0,0,0,0,90.0
2250182_13258,2250182,13258,202,4603,2012-08-19,Tim Sparv,NL1,0,0,0,0,90.0
2250182_139208,2250182,139208,202,31,2012-08-19,Virgil van Dijk,NL1,0,0,0,0,90.0
2250182_143182,2250182,143182,202,979,2012-08-19,David Texeira,NL1,0,0,1,0,90.0
2250182_180907,2250182,180907,202,202,2012-08-19,Stefano Magnasco,NL1,0,0,0,0,90.0
2250182_201637,2250182,201637,202,1283,2012-08-19,Henk Bos,NL1,0,0,0,0,1.0
2250182_2048,2250182,2048,403,403,2012-08-19,Philipp Haastrup,NL1,1,0,0,0,90.0
2250182_214346,2250182,214346,403,317,2012-08-19,Virgil Misidjan,NL1,1,0,0,0,90.0
2250182_29863,2250182,29863,202,1268,2012-08-19,Mitchell Schet,NL1,0,0,0,1,90.0
2250182_29936,2250182,29936,403,192,2012-08-19,Marc Höcher,NL1,0,0,1,0,90.0
2250182_31880,2250182,31880,403,403,2012-08-19,Jordens Peters,NL1,0,0,0,0,17.0
2250182_36559,2250182,36559,202,202,2012-08-19,Emil Johansson,NL1,1,0,0,0,90.0
2250182_38757,2250182,38757,403,403,2012-08-19,Kees van Buuren,NL1,0,0,0,0,90.0
2250182_4452,2250182,4452,403,132,2012-08-19,Robbie Haemhouts,NL1,0,0,0,0,90.0
2250182_45562,2250182,45562,403,235,2012-08-19,Hans Mulder,NL1,0,0,0,1,73.0
2250182_4669,2250182,4669,403,403,2012-08-19,Mitchell Piqué,NL1,1,0,0,0,55.0
2250182_49069,2250182,49069,202,202,2012-08-19,Género Zeefuik,NL1,0,0,0,0,73.0
2250182_56438,2250182,56438,403,403,2012-08-19,Ruud van der Rijt,NL1,1,0,0,0,90.0
2250182_62064,2250182,62064,202,1283,2012-08-19,Tom Hiariej,NL1,0,0,0,0,7.0
2250182_7949,2250182,7949,202,132,2012-08-19,Kees Kwakman,NL1,0,0,0,0,83.0
2250182_81346,2250182,81346,403,1435,2012-08-19,Kevin Brands,NL1,0,0,0,0,45.0
2250182_82332,2250182,82332,202,1283,2012-08-19,Maikel Kieftenbeld,NL1,1,0,0,0,90.0
2250182_88388,2250182,88388,403,403,2012-08-19,Gaby Jallo,NL1,0,0,0,0,35.0
2250183_122421,2250183,122421,1090,200,2012-08-19,Adam Maher,NL1,0,0,0,1,90.0
2250183_128502,2250183,128502,1090,449,2012-08-19,Esteban Alvarado,NL1,0,0,0,0,90.0
2250183_132014,2250183,132014,1090,820,2012-08-19,Mattias Johansson,NL1,0,0,0,0,7.0
2250183_137669,2250183,137669,1304,1245,2012-08-19,Jason Davidson,NL1,0,0,0,0,45.0
2250183_190633,2250183,190633,1304,19657,2012-08-19,Ninos Gouriye,NL1,0,0,0,0,22.0
2250183_25427,2250183,25427,1090,499,2012-08-19,Roy Beerens,NL1,0,0,0,1,83.0
2250183_25520,2250183,25520,1304,610,2012-08-19,Remko Pasveer,NL1,0,0,0,0,90.0
2250183_30617,2250183,30617,1304,1304,2012-08-19,Milano Koenders,NL1,0,0,0,0,90.0
2250183_31025,2250183,31025,1090,1269,2012-08-19,Dirk Marcellis,NL1,0,0,0,0,90.0
2250183_36391,2250183,36391,1090,1090,2012-08-19,Viktor Elm,NL1,0,0,0,0,90.0
2250183_39378,2250183,39378,1090,289,2012-08-19,Jozy Altidore,NL1,0,0,2,0,90.0
2250183_44349,2250183,44349,1304,1304,2012-08-19,Everton,NL1,0,0,0,0,68.0
2250183_5017,2250183,5017,1090,86,2012-08-19,Niklas Moisander,NL1,1,0,0,1,90.0
2250183_55751,2250183,55751,1304,1304,2012-08-19,Samuel Armenteros,NL1,0,0,1,0,90.0
2250183_56534,2250183,56534,1090,1268,2012-08-19,Donny Gorter,NL1,0,0,0,0,90.0
2250183_56611,2250183,56611,1090,1269,2012-08-19,Etiënne Reijnen,NL1,0,0,0,0,11.0
2250183_61867,2250183,61867,1304,1283,2012-08-19,Jeroen Veldmate,NL1,0,0,0,0,45.0
2250183_64506,2250183,64506,1304,133,2012-08-19,Ben Rienstra,NL1,0,0,0,0,90.0
2250183_67220,2250183,67220,1090,1268,2012-08-19,Erik Falkenburg,NL1,0,0,0,0,79.0
2250183_71105,2250183,71105,1304,1304,2012-08-19,Luis Pedro,NL1,1,0,0,1,90.0
2250183_7326,2250183,7326,1304,1304,2012-08-19,Kwame Quansah,NL1,0,0,0,0,90.0
2250183_80709,2250183,80709,1304,3508,2012-08-19,Willie Overtoom,NL1,0,0,0,0,90.0
2250183_8387,2250183,8387,1304,1304,2012-08-19,Dragan Paljic,NL1,1,0,0,0,90.0
2250183_89231,2250183,89231,1090,1132,2012-08-19,Jóhann Berg Gudmundsson,NL1,0,0,0,0,25.0
2250183_92842,2250183,92842,1304,605,2012-08-19,Lerin Duarte,NL1,0,0,0,0,90.0
2250183_93081,2250183,93081,1090,200,2012-08-19,Nick Viergever,NL1,0,0,0,0,90.0
2250183_9602,2250183,9602,1090,1091,2012-08-19,Maarten Martens,NL1,0,0,1,0,65.0
2250184_117671,2250184,117671,235,132,2012-08-19,Jeff Stans,NL1,0,0,0,0,71.0
2250184_119256,2250184,119256,1268,403,2012-08-19,Charlton Vicento,NL1,0,0,0,0,25.0
2250184_124873,2250184,124873,235,235,2012-08-19,Florian Jozefzoon,NL1,0,0,0,0,90.0
2250184_126421,2250184,126421,1268,1268,2012-08-19,Kevin Jansen,NL1,0,0,0,0,90.0
2250184_131708,2250184,131708,1268,10484,2012-08-19,Kenneth Omeruo,NL1,1,0,0,0,90.0
2250184_134999,2250184,134999,1268,200,2012-08-19,Jens Toornstra,NL1,0,0,0,0,90.0
2250184_14863,2250184,14863,235,1435,2012-08-19,Sander Duits,NL1,0,0,0,0,90.0
2250184_17313,2250184,17313,235,235,2012-08-19,Henrico Drost,NL1,0,0,0,0,90.0
2250184_183397,2250184,183397,1268,798,2012-08-19,Mike van Duinen,NL1,0,0,0,0,65.0
2250184_188905,2250184,188905,1268,235,2012-08-19,Stanley Elbers,NL1,0,0,0,0,9.0
2250184_19062,2250184,19062,235,235,2012-08-19,Frank van Mosselveld,NL1,0,0,0,0,19.0
2250184_19063,2250184,19063,235,192,2012-08-19,Ard van Peppen,NL1,0,0,0,0,90.0
2250184_238536,2250184,238536,235,235,2012-08-19,Furhgill Zeldenrust,NL1,0,0,0,0,1.0
2250184_29322,2250184,29322,235,235,2012-08-19,Sigourney Bandjar,NL1,2,0,0,0,67.0
2250184_29324,2250184,29324,235,403,2012-08-19,Robert Braber,NL1,1,0,0,1,90.0
2250184_43247,2250184,43247,1268,192,2012-08-19,Rydell Poepon,NL1,0,0,0,0,90.0
2250184_45486,2250184,45486,1268,317,2012-08-19,Danny Holla,NL1,1,0,1,0,90.0
2250184_45534,2250184,45534,1268,1268,2012-08-19,Christian Supusepa,NL1,0,0,0,0,51.0
2250184_45543,2250184,45543,1268,1268,2012-08-19,Vito Wormgoor,NL1,0,0,1,0,90.0
2250184_56836,2250184,56836,1268,235,2012-08-19,Aaron Meijers,NL1,0,0,0,0,90.0
2250184_57172,2250184,57172,1268,1268,2012-08-19,Gábor Horváth,NL1,0,0,0,0,30.0
2250184_57514,2250184,57514,235,601,2012-08-19,Teddy Chevalier,NL1,0,0,2,0,90.0
2250184_6931,2250184,6931,1268,1090,2012-08-19,Gino Coutinho,NL1,0,0,0,0,90.0
2250184_76326,2250184,76326,1268,3205,2012-08-19,Tjaronn Chery,NL1,0,0,0,0,90.0
